没戏	没辙	0.0	0.0
只管	尽管	0.9017835062275183	0.5256378650665283
GDP	生产力	0.8467045884878512	0.6424239873886108
包袱	段子	0.28840260967782905	0.0
由此	通过	0.9704541760832621	0.5309832096099854
日期	时间	0.8618403009820523	0.4617401361465454
爱面子	好高骛远	0.0	0.0
严厉	严谨	0.8727291154972746	0.6672749519348145
一方面	一边	0.9481513105368394	0.2666700482368469
托福	GRE	0.0	0.0
亏	幸亏	0.6368707645565054	0.8607909083366394
蹩脚	差强人意	0.0	0.0
容易	顺利	0.9188281645143686	0.26865601539611816
悲喜	大悲大喜	0.0	0.0
老气	土气	0.0	0.0
狭隘	狭窄	0.8299833462850709	0.904821515083313
抄袭	克隆	0.7071094215488152	0.7361865639686584
害臊	腼腆	0.0	0.0
幻境	红楼梦	0.0	0.0
依稀	清晰	0.9051040001656714	0.8044670820236206
权限	权力	0.9168127178935014	0.7693759799003601
伟大	壮烈	0.8961574800746263	0.43557024002075195
娇艳	幽美	0.0	0.0
理解	理会	0.6588797555522514	0.6017298102378845
酣睡	打鼾	0.0	0.0
自然	环境	0.9530242422940177	0.5737806558609009
振兴	建设	0.9211033624271964	0.7478038668632507
节日	假日	0.7151677588023149	0.569139838218689
的哥	司机	0.0	0.0
几乎	差点儿	0.0	0.0
江湖	红尘	0.5328482151291007	0.9462258815765381
路子	后门	0.5937877422207092	0.5819416046142578
牛脾气	我行我素	0.0	0.0
物品	物质	0.9531352624222853	0.6278313994407654
塞车	拥挤	0.7634469116134133	0.9443638920783997
面	首	0.8893903132823797	0.5897038578987122
冷僻	晦涩	0.0	0.0
免费	便宜	0.923375763677611	0.5167629718780518
发票	账单	0.5574595156558183	0.0
回收站	垃圾篓	0.0	0.0
典型	代表	0.9283787528303455	0.4764728844165802
必须	必需	0.6868987466039054	0.6675558686256409
出神	发楞	0.0	0.0
琢磨	镂刻	0.0	0.0
身姿	身手	0.6825589801858337	0.9164085388183594
质量	重量	0.9408219492964627	0.559883713722229
事变	后院起火	0.0	0.0
大小	多少	0.9047541232343351	0.6963191628456116
信物	证件	0.0	0.0
牺牲	粉身碎骨	0.6719681833780123	0.0
豆蔻年华	黄金时代	0.0	0.0
血液	红细胞	0.6360264354059884	0.6706064343452454
硅谷	中关村	0.7916704094143212	0.8937555551528931
天赋	技能	0.830023159970665	0.4510522484779358
酷	爽	0.14289731199509084	0.0
旅客	驴友	0.0	0.0
隆重	重要	0.7110965869815814	0.18308694660663605
候选人	备胎	0.0	0.0
平凡	平庸	0.8593335433752448	0.7151952981948853
了不得	好	0.6340254805250126	0.0
鸣谢	酬答	0.0	0.0
线路	行程	0.8876776368652372	0.7483362555503845
多角度	多元化	0.0	0.0
要面子	虚荣心	-0.0015038193121917134	0.0
许可证	执照	0.7568239855653167	0.7506483793258667
是非	方圆	0.8005507030423586	0.8492422103881836
崛起	凸起	0.0	0.0
工作日	开放日	0.0	0.0
大	高	0.9746253643188353	0.511694073677063
吸引力	地磁力	0.0	0.0
右翼	左派	0.0	0.0
和谐	平安	0.8449514014079107	0.6416264176368713
